nom_commune_postal,latitude,longitude,code_postal,code_commune_INSEE,nom_departement,nom_département
EMERCHICOURT,50.3117441641,3.25561088678,59580,59192,Nord,Nord
EMMERIN,50.5908761975,3.00549490357,59320,59193,Nord,Nord
ENGLEFONTAINE,50.1933240477,3.64157019307,59530,59194,Nord,Nord
ENGLOS,50.6262888459,2.9579931684,59320,59195,Nord,Nord
ENNETIERES EN WEPPES,50.640484704,2.93312247961,59320,59196,Nord,Nord
ENNEVELIN,50.5387195422,3.12792567754,59710,59197,Nord,Nord
EPPE SAUVAGE,50.1185512931,4.16530475504,59132,59198,Nord,Nord
ERCHIN,50.3168262116,3.17348026694,59169,59199,Nord,Nord
ERINGHEM,50.889329927,2.31351250902,59470,59200,Nord,Nord
ERQUINGHEM LE SEC,50.6103293262,2.93381789085,59320,59201,Nord,Nord
ERQUINGHEM LYS,50.6700847929,2.84140786831,59193,59202,Nord,Nord
ERRE,50.3693524443,3.31597211762,59171,59203,Nord,Nord
ESCARMAIN,50.2236333668,3.54874778179,59213,59204,Nord,Nord
ESCAUDAIN,50.3339160351,3.34129451552,59124,59205,Nord,Nord
ESCAUDOEUVRES,50.1924313857,3.27406978358,59161,59206,Nord,Nord
ESCAUTPONT,50.4239013457,3.5531225813,59278,59207,Nord,Nord
ESCOBECQUES,50.6212631237,2.93273720306,59320,59208,Nord,Nord
ESNES,50.0953832001,3.30848102705,59127,59209,Nord,Nord
ESQUELBECQ,50.8902971553,2.42902144416,59470,59210,Nord,Nord
ESQUERCHIN,50.3859330394,3.00649318201,59553,59211,Nord,Nord
ESTAIRES,50.654423304,2.72156583757,59940,59212,Nord,Nord
ESTOURMEL,50.1518286613,3.32132515587,59400,59213,Nord,Nord
ESTREES,50.2977355864,3.07513052042,59151,59214,Nord,Nord
ESTREUX,50.3527239271,3.60184515387,59990,59215,Nord,Nord
ESWARS,50.2182439323,3.26546336103,59161,59216,Nord,Nord
ETH,50.3253571369,3.66687653832,59144,59217,Nord,Nord
ETROEUNGT,50.0620601477,3.94319652795,59219,59218,Nord,Nord
ESTRUN,50.2447242764,3.29498867507,59295,59219,Nord,Nord
FACHES THUMESNIL,50.593618421,3.07229537426,59155,59220,Nord,Nord
FAMARS,50.3123396289,3.52179790977,59300,59221,Nord,Nord
FAUMONT,50.4531008477,3.13526855992,59310,59222,Nord,Nord
LE FAVRIL,50.0938595271,3.71988086994,59550,59223,Nord,Nord
FECHAIN,50.268615561,3.212900112,59247,59224,Nord,Nord
FEIGNIES,50.2944744456,3.90909278075,59750,59225,Nord,Nord
FEIGNIES,50.2944744456,3.90909278075,59750,59225,Nord,Nord
FELLERIES,50.1407847953,4.05118081621,59740,59226,Nord,Nord
FENAIN,50.3681590708,3.30010560597,59179,59227,Nord,Nord
FERIN,50.3309978415,3.08128816904,59169,59228,Nord,Nord
FERON,50.0482056585,4.01906957461,59610,59229,Nord,Nord
FERRIERE LA GRANDE,50.2456386476,3.99089727257,59680,59230,Nord,Nord
FERRIERE LA PETITE,50.2403988666,4.02739766598,59680,59231,Nord,Nord
LA FLAMENGRIE,50.3066443243,3.72273889632,59570,59232,Nord,Nord
FLAUMONT WAUDRECHIES,50.1311318318,3.96984931969,59440,59233,Nord,Nord
FLERS EN ESCREBIEUX,50.401307148,3.05136553917,59128,59234,Nord,Nord
FLESQUIERES,50.1238325838,3.11938780816,59267,59236,Nord,Nord
FLETRE,50.758011537,2.64096480956,59270,59237,Nord,Nord
FLINES LES MORTAGNE,50.5128551387,3.48452339444,59158,59238,Nord,Nord
FLINES LEZ RACHES,50.4164214514,3.18241517385,59148,59239,Nord,Nord
FLOURSIES,50.1863221041,3.97166819813,59440,59240,Nord,Nord
FLOYON,50.0412036226,3.88418001471,59219,59241,Nord,Nord
FONTAINE AU BOIS,50.1363749485,3.64250579372,59550,59242,Nord,Nord
FONTAINE AU PIRE,50.127252452,3.36673958113,59157,59243,Nord,Nord
FONTAINE NOTRE DAME,50.1686299394,3.16830361827,59400,59244,Nord,Nord
FOREST EN CAMBRESIS,50.1406649942,3.57049484282,59222,59246,Nord,Nord
FOREST SUR MARQUE,50.6330739631,3.18918578659,59510,59247,Nord,Nord
FOURMIES,50.006893732,4.05775002509,59610,59249,Nord,Nord
FOURNES EN WEPPES,50.5917277363,2.89362071865,59134,59250,Nord,Nord
FRASNOY,50.2750060846,3.66453718802,59530,59251,Nord,Nord
FRELINGHIEN,50.703109663,2.95178380263,59236,59252,Nord,Nord
FRESNES SUR ESCAUT,50.432489562,3.57931049864,59970,59253,Nord,Nord
FRESSAIN,50.2829594632,3.19200167251,59234,59254,Nord,Nord
FRESSIES,50.2494910786,3.18888373782,59268,59255,Nord,Nord
FRETIN,50.5653657611,3.1322045776,59273,59256,Nord,Nord
FROMELLES,50.6109686203,2.85464946616,59249,59257,Nord,Nord
GENECH,50.5285200565,3.22237664062,59242,59258,Nord,Nord
GHISSIGNIES,50.2277589853,3.61633962969,59530,59259,Nord,Nord
GHYVELDE,51.0486014481,2.51379722419,59122,59260,Nord,Nord
GHYVELDE,51.0486014481,2.51379722419,59254,59260,Nord,Nord
GLAGEON,50.0506114879,4.06404937092,59132,59261,Nord,Nord
GODEWAERSVELDE,50.7950511501,2.6455520339,59270,59262,Nord,Nord
GOEULZIN,50.3185089576,3.09937496212,59169,59263,Nord,Nord
GOGNIES CHAUSSEE,50.3269897728,3.94228730102,59600,59264,Nord,Nord
GOMMEGNIES,50.2650047987,3.70836085584,59144,59265,Nord,Nord
GONDECOURT,50.5478874512,2.98009724993,59147,59266,Nord,Nord
GONNELIEU,50.059740161,3.15907798363,59231,59267,Nord,Nord
LA GORGUE,50.6309281138,2.73945543193,59253,59268,Nord,Nord
GOUZEAUCOURT,50.0555182827,3.11588275361,59231,59269,Nord,Nord
GRAND FAYT,50.1123607999,3.79567600764,59244,59270,Nord,Nord
GRANDE SYNTHE,51.0167874642,2.29071143357,59760,59271,Nord,Nord
GRAND FORT PHILIPPE,50.9994095872,2.10036684474,59153,59272,Nord,Nord
GRAVELINES,50.9975626638,2.14413046485,59820,59273,Nord,Nord
LA GROISE,50.0763719216,3.6815589114,59360,59274,Nord,Nord
GRUSON,50.5924125411,3.21559274036,59152,59275,Nord,Nord
GUESNAIN,50.3483461671,3.14816711364,59287,59276,Nord,Nord
GUSSIGNIES,50.3405832772,3.74998509899,59570,59277,Nord,Nord
HALLENNES LEZ HAUBOURDIN,50.6120409794,2.95454404454,59320,59278,Nord,Nord
HALLUIN,50.7747480298,3.12692474358,59250,59279,Nord,Nord
HAMEL,50.2819824197,3.06850591061,59151,59280,Nord,Nord
HANTAY,50.5374677667,2.86845922313,59496,59281,Nord,Nord
HARDIFORT,50.8187124794,2.48138038993,59670,59282,Nord,Nord
HARGNIES,50.2577740991,3.84173807004,59138,59283,Nord,Nord
HASNON,50.4127809249,3.38752842826,59178,59284,Nord,Nord
HASPRES,50.2650877152,3.41176296658,59198,59285,Nord,Nord
HAUBOURDIN,50.6044150332,2.98727183184,59320,59286,Nord,Nord
HAUCOURT EN CAMBRESIS,50.1068286942,3.34360726309,59191,59287,Nord,Nord
HAULCHIN,50.3133069663,3.42273486523,59121,59288,Nord,Nord
HAUSSY,50.2223988964,3.4797106662,59294,59289,Nord,Nord
HAUT LIEU,50.1031693794,3.90753338648,59440,59290,Nord,Nord
HAUTMONT,50.2478507103,3.91948913803,59330,59291,Nord,Nord
HAVELUY,50.3537384586,3.40310314362,59255,59292,Nord,Nord
HAVERSKERQUE,50.6403332971,2.54677365157,59660,59293,Nord,Nord
HAYNECOURT,50.2094536408,3.15541640096,59268,59294,Nord,Nord
HAZEBROUCK,50.7262967113,2.53864301455,59190,59295,Nord,Nord
HECQ,50.1795272818,3.65140738395,59530,59296,Nord,Nord
HELESMES,50.3677526981,3.35840586833,59171,59297,Nord,Nord
HEM,50.6548049456,3.19305632608,59510,59299,Nord,Nord
HEM LENGLET,50.2528760846,3.22719072906,59247,59300,Nord,Nord
HERGNIES,50.4809811628,3.53133874107,59199,59301,Nord,Nord
HERIN,50.3588545059,3.44801878538,59195,59302,Nord,Nord
HERLIES,50.5816535581,2.8531853808,59134,59303,Nord,Nord
HERRIN,50.5495900938,2.96246977042,59147,59304,Nord,Nord
HERZEELE,50.8810801461,2.53001631051,59470,59305,Nord,Nord
HESTRUD,50.2030928421,4.13978408262,59740,59306,Nord,Nord
HOLQUE,50.856500023,2.2050645429,59143,59307,Nord,Nord
HONDEGHEM,50.7552272301,2.5153551845,59190,59308,Nord,Nord
HONDSCHOOTE,50.971669311,2.58828514944,59122,59309,Nord,Nord
HON HERGIES,50.3348329757,3.82037377932,59570,59310,Nord,Nord
HONNECHY,50.0677939071,3.48120463527,59980,59311,Nord,Nord
HONNECOURT SUR ESCAUT,50.0343460681,3.20211189134,59266,59312,Nord,Nord
HORDAIN,50.2597936195,3.32675271349,59111,59313,Nord,Nord
HORNAING,50.3696239428,3.33594044996,59171,59314,Nord,Nord
HOUDAIN LEZ BAVAY,50.3294305775,3.78664727295,59570,59315,Nord,Nord
HOUPLIN ANCOISNE,50.5699205029,2.99498019167,59263,59316,Nord,Nord
HOUPLINES,50.6841292085,2.92646496256,59116,59317,Nord,Nord
HOUTKERQUE,50.8825678923,2.58249154938,59470,59318,Nord,Nord
HOYMILLE,50.9727799567,2.45547219579,59492,59319,Nord,Nord
ILLIES,50.5626769272,2.82845132596,59480,59320,Nord,Nord
INCHY,50.1219699248,3.47168074868,59540,59321,Nord,Nord
IWUY,50.233598422,3.33623347454,59141,59322,Nord,Nord
JENLAIN,50.3097021009,3.63092596962,59144,59323,Nord,Nord
JEUMONT,50.2913767196,4.10405698183,59460,59324,Nord,Nord
JOLIMETZ,50.2290109948,3.67767939299,59530,59325,Nord,Nord
KILLEM,50.9575597067,2.55978032528,59122,59326,Nord,Nord
LALLAING,50.3864016974,3.16880269409,59167,59327,Nord,Nord
LAMBERSART,50.6522053005,3.02491174276,59130,59328,Nord,Nord
LAMBRES LEZ DOUAI,50.3542349649,3.05466709825,59552,59329,Nord,Nord
LANDAS,50.4726958028,3.29518086014,59310,59330,Nord,Nord
LANDRECIES,50.1205093509,3.68851283044,59550,59331,Nord,Nord
LANNOY,50.666027423,3.21037021622,59390,59332,Nord,Nord
LAROUILLIES,50.0378159159,3.93206496317,59219,59333,Nord,Nord
LAUWIN PLANQUE,50.3929252275,3.02930995162,59553,59334,Nord,Nord
LECELLES,50.474778936,3.39878461837,59226,59335,Nord,Nord
LECLUSE,50.2765109082,3.03054584973,59259,59336,Nord,Nord
LEDERZEELE,50.8134333231,2.29316091241,59143,59337,Nord,Nord
LEDRINGHEM,50.862026516,2.44478876781,59470,59338,Nord,Nord
LEERS,50.6813150077,3.23964411032,59115,59339,Nord,Nord
LEFFRINCKOUCKE,51.0479753617,2.45468596825,59495,59340,Nord,Nord
LESDAIN,50.0926261924,3.27595747456,59258,59341,Nord,Nord
LEZ FONTAINE,50.1733832806,4.06309065769,59740,59342,Nord,Nord
LESQUIN,50.5892285666,3.11191934713,59810,59343,Nord,Nord
LEVAL,50.180651266,3.83355819928,59620,59344,Nord,Nord
LEWARDE,50.3367323265,3.16865198714,59287,59345,Nord,Nord
LEZENNES,50.6111691928,3.11824226491,59260,59346,Nord,Nord
LIESSIES,50.1049349578,4.07726257108,59740,59347,Nord,Nord
LIEU ST AMAND,50.2722406252,3.3493708028,59111,59348,Nord,Nord
LIGNY EN CAMBRESIS,50.1025067499,3.37859262548,59191,59349,Nord,Nord
LILLE,50.6317183168,3.04783272312,59000,59350,Nord,Nord
LILLE,50.6317183168,3.04783272312,59160,59350,Nord,Nord
LILLE,50.6317183168,3.04783272312,59260,59350,Nord,Nord
LILLE,50.6317183168,3.04783272312,59777,59350,Nord,Nord
LILLE,50.6317183168,3.04783272312,59800,59350,Nord,Nord
LIMONT FONTAINE,50.2155213802,3.92291118633,59330,59351,Nord,Nord
LINSELLES,50.7361350171,3.0744786004,59126,59352,Nord,Nord
LOCQUIGNOL,50.2033505573,3.7334425782,59530,59353,Nord,Nord
LOFFRE,50.3537253099,3.17227962058,59182,59354,Nord,Nord
LOMPRET,50.6631680443,2.99516100327,59840,59356,Nord,Nord
LA LONGUEVILLE,50.2961357977,3.87102048316,59570,59357,Nord,Nord
LOOBERGHE,50.912741374,2.2751678981,59630,59358,Nord,Nord
LOON PLAGE,51.0012144614,2.22304802432,59279,59359,Nord,Nord
LOOS,50.608350368,3.02066096506,59120,59360,Nord,Nord
LOURCHES,50.3111500417,3.35745797918,59156,59361,Nord,Nord
LOUVIGNIES QUESNOY,50.2165903097,3.64008191069,59530,59363,Nord,Nord
LOUVIL,50.5567255467,3.18952793321,59830,59364,Nord,Nord
LOUVROIL,50.2577866904,3.95387643411,59720,59365,Nord,Nord
LYNDE,50.7186012441,2.43465079994,59173,59366,Nord,Nord
LYS LEZ LANNOY,50.6721775091,3.2172382556,59390,59367,Nord,Nord
LA MADELEINE,50.6548883138,3.06963722507,59110,59368,Nord,Nord
MAING,50.3036687499,3.48802239874,59233,59369,Nord,Nord
MAIRIEUX,50.3136654011,3.97327891565,59600,59370,Nord,Nord
LE MAISNIL,50.6182693489,2.87754636769,59134,59371,Nord,Nord
MALINCOURT,50.0351942091,3.32471130413,59127,59372,Nord,Nord
MARBAIX,50.1280580168,3.83650655237,59440,59374,Nord,Nord
MARCHIENNES,50.414280284,3.26362216805,59870,59375,Nord,Nord
MARCOING,50.1144749853,3.17343200113,59159,59377,Nord,Nord
MARCQ EN BAROEUL,50.6753348557,3.10093583816,59700,59378,Nord,Nord
MARCQ EN OSTREVENT,50.2876828642,3.23484427567,59252,59379,Nord,Nord
MARESCHES,50.2940290785,3.57606019881,59990,59381,Nord,Nord
MARETZ,50.0450861132,3.42038871212,59238,59382,Nord,Nord
MARLY,50.3452442077,3.55000999792,59770,59383,Nord,Nord
MAROILLES,50.1319269189,3.75814901282,59550,59384,Nord,Nord
MARPENT,50.2913562157,4.07637705799,59164,59385,Nord,Nord
MARQUETTE LEZ LILLE,50.67409511,3.05886328577,59520,59386,Nord,Nord
MARQUETTE EN OSTREVANT,50.2921413356,3.2707273524,59252,59387,Nord,Nord
MARQUILLIES,50.5507925122,2.86815833452,59274,59388,Nord,Nord
MASNIERES,50.104659247,3.20208772877,59241,59389,Nord,Nord
MASNY,50.341241582,3.19548470018,59176,59390,Nord,Nord
MASTAING,50.3064012156,3.29792589761,59172,59391,Nord,Nord
MAUBEUGE,50.283630719,3.96328053037,59600,59392,Nord,Nord
MAUBEUGE,50.283630719,3.96328053037,59600,59392,Nord,Nord
MAULDE,50.4952908946,3.42538565597,59158,59393,Nord,Nord
MAUROIS,50.0727158621,3.4590777682,59980,59394,Nord,Nord
MAZINGHIEN,50.049448426,3.59700862525,59360,59395,Nord,Nord
MECQUIGNIES,50.2704309321,3.80248207777,59570,59396,Nord,Nord
MERCKEGHEM,50.8699396008,2.27783454706,59470,59397,Nord,Nord
MERIGNIES,50.5069205161,3.12172446457,59710,59398,Nord,Nord
MERRIS,50.7178435961,2.6572770613,59270,59399,Nord,Nord
MERVILLE,50.6449293889,2.63582653422,59660,59400,Nord,Nord
METEREN,50.7479005121,2.67634884839,59270,59401,Nord,Nord
MILLAM,50.8559210958,2.25120770329,59143,59402,Nord,Nord
MILLONFOSSE,50.4291924594,3.37701536636,59178,59403,Nord,Nord
MOEUVRES,50.1602158423,3.06781891746,59400,59405,Nord,Nord
MONCEAU ST WAAST,50.1717846537,3.85726023625,59620,59406,Nord,Nord
MONCHAUX SUR ECAILLON,50.2838656974,3.4581039292,59224,59407,Nord,Nord
MONCHEAUX,50.456566302,3.08800670538,59283,59408,Nord,Nord
MONCHECOURT,50.3061963745,3.21073984637,59234,59409,Nord,Nord
MONS EN BAROEUL,50.6432478699,3.1087677878,59370,59410,Nord,Nord
MONS EN PEVELE,50.4819644352,3.10317921728,59246,59411,Nord,Nord
MONTAY,50.1222064074,3.53460777852,59360,59412,Nord,Nord
MONTIGNY EN CAMBRESIS,50.0910970595,3.41429656763,59225,59413,Nord,Nord
MONTIGNY EN OSTREVENT,50.3682405226,3.18011986506,59182,59414,Nord,Nord
MONTRECOURT,50.2256590135,3.44600124957,59227,59415,Nord,Nord
MORBECQUE,50.6768934286,2.53621614433,59190,59416,Nord,Nord
MORTAGNE DU NORD,50.5001515803,3.45327380801,59158,59418,Nord,Nord
MOUCHIN,50.5168601993,3.28629185123,59310,59419,Nord,Nord
MOUSTIER EN FAGNE,50.0917864543,4.19598971428,59132,59420,Nord,Nord
MOUVAUX,50.7041016348,3.13593215066,59420,59421,Nord,Nord
NAVES,50.2033732531,3.31732755418,59161,59422,Nord,Nord
NEUF BERQUIN,50.6652328405,2.66524376956,59940,59423,Nord,Nord
NEUF MESNIL,50.2653663974,3.90941211198,59330,59424,Nord,Nord
NEUVILLE EN AVESNOIS,50.1995093719,3.57904088445,59218,59425,Nord,Nord
NEUVILLE EN FERRAIN,50.7533162393,3.15977251104,59960,59426,Nord,Nord
LA NEUVILLE,50.4968963031,3.05358974895,59239,59427,Nord,Nord
NEUVILLE ST REMY,50.1876980939,3.21918185069,59554,59428,Nord,Nord
NEUVILLE SUR ESCAUT,50.2905014388,3.35160622721,59293,59429,Nord,Nord
NEUVILLY,50.1349971919,3.51024982301,59360,59430,Nord,Nord
NIEPPE,50.6992987531,2.83247310085,59850,59431,Nord,Nord
NIERGNIES,50.1416253963,3.25613708021,59400,59432,Nord,Nord
NIEURLET,50.7949144222,2.27990645597,59143,59433,Nord,Nord
NIVELLE,50.4681563003,3.46013569739,59230,59434,Nord,Nord
NOMAIN,50.5012176112,3.23912545125,59310,59435,Nord,Nord
NOORDPEENE,50.7945101601,2.36741593689,59670,59436,Nord,Nord
NOYELLES LES SECLIN,50.5729280386,3.02238335303,59139,59437,Nord,Nord
NOYELLES SUR ESCAUT,50.1373086019,3.17631469975,59159,59438,Nord,Nord
NOYELLES SUR SAMBRE,50.1616211802,3.79528710452,59550,59439,Nord,Nord
NOYELLES SUR SELLE,50.2786620955,3.38194992576,59282,59440,Nord,Nord
OBIES,50.2692950414,3.7760866867,59570,59441,Nord,Nord
OBRECHIES,50.2225324882,4.03683646675,59680,59442,Nord,Nord
OCHTEZEELE,50.8191546724,2.40052257312,59670,59443,Nord,Nord
ODOMEZ,50.4481733778,3.53940322234,59970,59444,Nord,Nord
OHAIN,50.0369176402,4.12652703676,59132,59445,Nord,Nord
OISY,50.3522308671,3.43281738814,59195,59446,Nord,Nord
ONNAING,50.3867147723,3.59668401083,59264,59447,Nord,Nord
OOST CAPPEL,50.9297498837,2.58933450299,59122,59448,Nord,Nord
ORCHIES,50.4684491037,3.23890685351,59310,59449,Nord,Nord
ORS,50.1050821078,3.6311053836,59360,59450,Nord,Nord
ORSINVAL,50.2718570583,3.63293709102,59530,59451,Nord,Nord
OSTRICOURT,50.4571255859,3.03269713092,59162,59452,Nord,Nord
OUDEZEELE,50.8399999116,2.51032290122,59670,59453,Nord,Nord
OXELAERE,50.7807301542,2.4699206565,59670,59454,Nord,Nord
PAILLENCOURT,50.2487376852,3.26355890022,59295,59455,Nord,Nord
PECQUENCOURT,50.3763502504,3.21867627513,59146,59456,Nord,Nord
PERENCHIES,50.6700813687,2.96867396183,59840,59457,Nord,Nord
PERONNE EN MELANTOIS,50.56433015,3.17149667698,59273,59458,Nord,Nord
PETITE FORET,50.3747760096,3.47594179576,59494,59459,Nord,Nord
PETIT FAYT,50.1023567532,3.82607936534,59244,59461,Nord,Nord
PHALEMPIN,50.5128963726,3.02222998505,59133,59462,Nord,Nord
PITGAM,50.9299079429,2.34010090191,59284,59463,Nord,Nord
POIX DU NORD,50.185059973,3.61684782607,59218,59464,Nord,Nord
POMMEREUIL,50.1169693319,3.58693750917,59360,59465,Nord,Nord
PONT A MARCQ,50.5213224802,3.11535964739,59710,59466,Nord,Nord
PONT SUR SAMBRE,50.2317600389,3.84512612151,59138,59467,Nord,Nord
POTELLE,50.2386756413,3.66509880886,59530,59468,Nord,Nord
PRADELLES,50.7340517429,2.60269224096,59190,59469,Nord,Nord
PREMESQUES,50.6607863693,2.9485483768,59840,59470,Nord,Nord
PREMESQUES,50.6607863693,2.9485483768,59840,59470,Nord,Nord
PRESEAU,50.311072595,3.57351530616,59990,59471,Nord,Nord
PREUX AU BOIS,50.1647138146,3.6553638264,59288,59472,Nord,Nord
PREUX AU SART,50.2886107324,3.69910774088,59144,59473,Nord,Nord
PRISCHES,50.0779109986,3.75922395806,59550,59474,Nord,Nord
PROUVY,50.3241135233,3.45729001727,59121,59475,Nord,Nord
PROVILLE,50.15582108,3.20370328154,59267,59476,Nord,Nord
PROVIN,50.5134080019,2.91117965832,59185,59477,Nord,Nord
QUAEDYPRE,50.9381093158,2.46047387712,59380,59478,Nord,Nord
QUAROUBLE,50.4035655109,3.6270603909,59243,59479,Nord,Nord
QUERENAING,50.2848542839,3.50823290442,59269,59480,Nord,Nord
LE QUESNOY,50.2506593981,3.62486177207,59530,59481,Nord,Nord
QUESNOY SUR DEULE,50.7129994523,3.00861966929,59890,59482,Nord,Nord
QUIEVELON,50.2350198423,4.06805030291,59680,59483,Nord,Nord
QUIEVRECHAIN,50.3920521291,3.65887590653,59920,59484,Nord,Nord
QUIEVRECHAIN,50.3920521291,3.65887590653,59920,59484,Nord,Nord
QUIEVY,50.162969816,3.42160576023,59214,59485,Nord,Nord
RACHES,50.4201328892,3.13698851837,59194,59486,Nord,Nord
RADINGHEM EN WEPPES,50.6281404058,2.89866058213,59320,59487,Nord,Nord
RAILLENCOURT STE OLLE,50.1884274141,3.17806914502,59554,59488,Nord,Nord
RAIMBEAUCOURT,50.4363550078,3.10277352628,59283,59489,Nord,Nord
RAINSARS,50.0704332931,3.99772859383,59177,59490,Nord,Nord
RAISMES,50.410089317,3.48909318774,59590,59491,Nord,Nord
RAMILLIES,50.2072582763,3.24940380157,59161,59492,Nord,Nord
RAMOUSIES,50.1164251073,4.03401363601,59177,59493,Nord,Nord
RAUCOURT AU BOIS,50.2067851455,3.6560114776,59530,59494,Nord,Nord
RECQUIGNIES,50.2766724838,4.04841593336,59245,59495,Nord,Nord
REJET DE BEAULIEU,50.0452957797,3.63508660272,59360,59496,Nord,Nord
RENESCURE,50.7357377095,2.37835427066,59173,59497,Nord,Nord
REUMONT,50.0851954003,3.47837512553,59980,59498,Nord,Nord
REXPOEDE,50.9353119359,2.54496726178,59122,59499,Nord,Nord
RIBECOURT LA TOUR,50.1039235945,3.13170162173,59159,59500,Nord,Nord
RIEULAY,50.3871460601,3.2654482403,59870,59501,Nord,Nord
RIEUX EN CAMBRESIS,50.2043374368,3.35238504979,59277,59502,Nord,Nord
ROBERSART,50.1565289177,3.64613951991,59550,59503,Nord,Nord
ROEULX,50.3127229733,3.32813430468,59172,59504,Nord,Nord
ROMBIES ET MARCHIPONT,50.3683187976,3.63953903487,59990,59505,Nord,Nord
ROMERIES,50.1972863068,3.54305484338,59730,59506,Nord,Nord
RONCHIN,50.6044738955,3.09168585537,59790,59507,Nord,Nord
RONCQ,50.747350697,3.11815606165,59223,59508,Nord,Nord
ROOST WARENDIN,50.4147869735,3.10349816509,59286,59509,Nord,Nord
ROSULT,50.4521455969,3.36243705958,59230,59511,Nord,Nord
ROUBAIX,50.6879774811,3.18258434623,59100,59512,Nord,Nord
ROUCOURT,50.3279013406,3.14688211688,59169,59513,Nord,Nord
ROUSIES,50.2712617008,3.99972723492,59131,59514,Nord,Nord
ROUVIGNIES,50.333483649,3.44055794538,59220,59515,Nord,Nord
RUBROUCK,50.8331982321,2.36252595858,59285,59516,Nord,Nord
LES RUES DES VIGNES,50.0758341626,3.23349040866,59258,59517,Nord,Nord
RUESNES,50.2634217469,3.5818116421,59530,59518,Nord,Nord
RUMEGIES,50.4924282163,3.35255840321,59226,59519,Nord,Nord
RUMILLY EN CAMBRESIS,50.1304621675,3.22848231666,59281,59520,Nord,Nord
SAILLY LEZ CAMBRAI,50.1992760236,3.17933507614,59554,59521,Nord,Nord
SAILLY LEZ LANNOY,50.6460432884,3.22762243791,59390,59522,Nord,Nord
SAINGHIN EN MELANTOIS,50.5877332144,3.16342165677,59262,59523,Nord,Nord
SAINGHIN EN WEPPES,50.5583359872,2.89740255201,59184,59524,Nord,Nord
SAINS DU NORD,50.0854794146,4.03223070419,59177,59525,Nord,Nord
ST AMAND LES EAUX,50.4401000981,3.44460708029,59230,59526,Nord,Nord
ST ANDRE LEZ LILLE,50.6597692969,3.04609387889,59350,59527,Nord,Nord
ST AUBERT,50.2076147877,3.41741294384,59188,59528,Nord,Nord
ST AUBIN,50.1709642642,3.91201093007,59440,59529,Nord,Nord
ST AYBERT,50.4513178883,3.64979329449,59163,59530,Nord,Nord
ST BENIN,50.0760031859,3.5318789033,59360,59531,Nord,Nord
ST GEORGES SUR L AA,50.967052608,2.15668818231,59820,59532,Nord,Nord
ST HILAIRE LEZ CAMBRAI,50.1812812123,3.4168912736,59292,59533,Nord,Nord
ST HILAIRE SUR HELPE,50.1366870157,3.90004713488,59440,59534,Nord,Nord
ST JANS CAPPEL,50.7684241988,2.72184821596,59270,59535,Nord,Nord
STE MARIE CAPPEL,50.780208006,2.51589636551,59670,59536,Nord,Nord
ST MARTIN SUR ECAILLON,50.2401464788,3.51737991935,59213,59537,Nord,Nord
ST MOMELIN,50.8126413042,2.24135657399,59143,59538,Nord,Nord
ST PIERRE BROUCK,50.8950694199,2.19025685455,59630,59539,Nord,Nord
ST PYTHON,50.1935153197,3.47506674368,59730,59541,Nord,Nord
ST REMY CHAUSSEE,50.1799835542,3.87887382168,59620,59542,Nord,Nord
ST REMY DU NORD,50.2280842932,3.90173812805,59330,59543,Nord,Nord
ST SAULVE,50.3750172475,3.56642418912,59880,59544,Nord,Nord
ST SOUPLET,50.0531218076,3.51585525327,59360,59545,Nord,Nord
ST SOUPLET,50.0531218076,3.51585525327,59360,59545,Nord,Nord
ST SYLVESTRE CAPPEL,50.7757055306,2.55012081181,59114,59546,Nord,Nord
ST VAAST EN CAMBRESIS,50.1944271461,3.43509312626,59188,59547,Nord,Nord
ST WAAST,50.3009046885,3.74775611906,59570,59548,Nord,Nord
SALESCHES,50.2082539959,3.59623286765,59218,59549,Nord,Nord
SALOME,50.5358395709,2.83692247297,59496,59550,Nord,Nord
SAMEON,50.4772545596,3.33248163784,59310,59551,Nord,Nord
SANCOURT,50.2144498638,3.19130962776,59268,59552,Nord,Nord
SANTES,50.5909879066,2.96114421951,59211,59553,Nord,Nord
SARS ET ROSIERES,50.446729768,3.33012536259,59230,59554,Nord,Nord
SARS POTERIES,50.1616514836,4.04379435649,59216,59555,Nord,Nord
SASSEGNIES,50.1790384849,3.79850687638,59145,59556,Nord,Nord
SAULTAIN,50.335080255,3.58004167583,59990,59557,Nord,Nord
SAULZOIR,50.2425296454,3.43939074526,59227,59558,Nord,Nord
SEBOURG,50.3441268565,3.64525979429,59990,59559,Nord,Nord
SECLIN,50.5462914067,3.03440410368,59113,59560,Nord,Nord
SEMERIES,50.104983917,3.98854238684,59440,59562,Nord,Nord
SEMOUSIES,50.1639637271,3.96792099301,59440,59563,Nord,Nord
LA SENTINELLE,50.3486299909,3.47455507349,59174,59564,Nord,Nord
SEPMERIES,50.2772551517,3.56080213817,59269,59565,Nord,Nord
SEQUEDIN,50.6248188486,2.98254300781,59320,59566,Nord,Nord
SERANVILLERS FORENVILLE,50.1266132129,3.27725549348,59400,59567,Nord,Nord
SERCUS,50.7083527622,2.45193657383,59173,59568,Nord,Nord
SIN LE NOBLE,50.3677512577,3.12071297192,59450,59569,Nord,Nord
SOCX,50.9358655303,2.42417743396,59380,59570,Nord,Nord
SOLESMES,50.171784611,3.51976547867,59730,59571,Nord,Nord
