nom_commune_postal,latitude,longitude,code_postal,code_commune_INSEE,nom_departement,nom_département
PORQUERICOURT,49.5968822317,2.95464137145,60400,60511,Oise,Oise
POUILLY,49.2756110754,2.03153859002,60790,60512,Oise,Oise
PRECY SUR OISE,49.2033673942,2.36214384754,60460,60513,Oise,Oise
PREVILLERS,49.6174288468,1.99964588625,60360,60514,Oise,Oise
PRONLEROY,49.4684053367,2.53983717529,60190,60515,Oise,Oise
PUISEUX EN BRAY,49.4107616918,1.77846343904,60850,60516,Oise,Oise
PUISEUX LE HAUBERGER,49.2180286454,2.23133735339,60540,60517,Oise,Oise
PUITS LA VALLEE,49.5836339442,2.19003543051,60480,60518,Oise,Oise
QUESMY,49.6320835228,3.05496542232,60640,60519,Oise,Oise
LE QUESNEL AUBRY,49.5099695752,2.31447331085,60480,60520,Oise,Oise
QUINCAMPOIX FLEUZY,49.7455416962,1.76896943429,60220,60521,Oise,Oise
QUINQUEMPOIX,49.5472914802,2.41866842622,60130,60522,Oise,Oise
RAINVILLERS,49.4070517504,1.99835502155,60155,60523,Oise,Oise
RANTIGNY,49.3338498991,2.43555395564,60290,60524,Oise,Oise
RARAY,49.263440205,2.71969043321,60810,60525,Oise,Oise
RAVENEL,49.5143827967,2.49905019788,60130,60526,Oise,Oise
REEZ FOSSE MARTIN,49.0912758357,2.92362494577,60620,60527,Oise,Oise
REILLY,49.240746359,1.85701777759,60240,60528,Oise,Oise
REMECOURT,49.4300556144,2.49241906873,60600,60529,Oise,Oise
REMERANGLES,49.4481992219,2.29023906853,60510,60530,Oise,Oise
REMY,49.4346894863,2.70312726692,60190,60531,Oise,Oise
RESSONS L ABBAYE,49.2955871011,2.0863202618,60790,60532,Oise,Oise
RESSONS SUR MATZ,49.5337304815,2.73255438737,60490,60533,Oise,Oise
RETHONDES,49.4289952434,2.94460226209,60153,60534,Oise,Oise
REUIL SUR BRECHE,49.5218600846,2.226027175,60480,60535,Oise,Oise
RHUIS,49.3044719658,2.69787230375,60410,60536,Oise,Oise
RIBECOURT DRESLINCOURT,49.5224343786,2.91876179627,60170,60537,Oise,Oise
RIBECOURT DRESLINCOURT,49.5224343786,2.91876179627,60170,60537,Oise,Oise
RICQUEBOURG,49.5606808344,2.75829251841,60490,60538,Oise,Oise
RIEUX,49.3000073439,2.51252938174,60870,60539,Oise,Oise
RIVECOURT,49.3462815732,2.73842909155,60126,60540,Oise,Oise
ROBERVAL,49.2911584185,2.68497553909,60410,60541,Oise,Oise
ROCHY CONDE,49.4041536099,2.1887872346,60510,60542,Oise,Oise
ROCQUEMONT,49.2596362011,2.81990784544,60800,60543,Oise,Oise
ROCQUENCOURT,49.6482426702,2.410098489,60120,60544,Oise,Oise
ROMESCAMPS,49.712188183,1.80039781774,60220,60545,Oise,Oise
ROSIERES,49.186539903,2.781014217,60440,60546,Oise,Oise
ROSOY,49.3392916564,2.50928278389,60140,60547,Oise,Oise
ROSOY EN MULTIEN,49.0955522989,2.98960846382,60620,60548,Oise,Oise
ROTANGY,49.5850016727,2.08836287061,60360,60549,Oise,Oise
ROTHOIS,49.5981184511,1.98978913272,60690,60550,Oise,Oise
ROUSSELOY,49.2984297084,2.39261860558,60660,60551,Oise,Oise
ROUVILLE,49.2101065424,2.88059214006,60800,60552,Oise,Oise
ROUVILLERS,49.4557611545,2.62988775379,60190,60553,Oise,Oise
ROUVRES EN MULTIEN,49.1065269014,3.02241048345,60620,60554,Oise,Oise
ROUVROY LES MERLES,49.6509731175,2.3591696972,60120,60555,Oise,Oise
ROYAUCOURT,49.6124825658,2.52773304536,60420,60556,Oise,Oise
ROY BOISSY,49.5802763443,1.91999157455,60690,60557,Oise,Oise
ROYE SUR MATZ,49.5936160984,2.7709194212,60310,60558,Oise,Oise
LA RUE ST PIERRE,49.414002576,2.29121659235,60510,60559,Oise,Oise
RULLY,49.2390399273,2.7248899775,60810,60560,Oise,Oise
RUSSY BEMONT,49.249762849,2.95637817553,60117,60561,Oise,Oise
SACY LE GRAND,49.3567536222,2.55499209997,60700,60562,Oise,Oise
SACY LE PETIT,49.3698949265,2.62778300608,60190,60563,Oise,Oise
SAINS MORAINVILLERS,49.5784892479,2.46396837971,60420,60564,Oise,Oise
ST ANDRE FARIVILLERS,49.5820586693,2.30062161495,60480,60565,Oise,Oise
ST ARNOULT,49.636114034,1.80591000401,60220,60566,Oise,Oise
ST AUBIN EN BRAY,49.4256177121,1.88925202038,60650,60567,Oise,Oise
ST AUBIN EN BRAY,49.4256177121,1.88925202038,60650,60567,Oise,Oise
ST AUBIN SOUS ERQUERY,49.4123694145,2.49005189932,60600,60568,Oise,Oise
ST CREPIN AUX BOIS,49.4447949689,2.9848806612,60170,60569,Oise,Oise
ST CREPIN IBOUVILLERS,49.2592528645,2.06773136457,60149,60570,Oise,Oise
ST CREPIN IBOUVILLERS,49.2592528645,2.06773136457,60790,60570,Oise,Oise
ST DENISCOURT,49.6064297043,1.86417879893,60380,60571,Oise,Oise
ST ETIENNE ROILAYE,49.3604965921,3.0112130917,60350,60572,Oise,Oise
STE EUSOYE,49.5752040683,2.25015619286,60480,60573,Oise,Oise
ST FELIX,49.3548770591,2.28412904405,60370,60574,Oise,Oise
STE GENEVIEVE,49.2889931714,2.19808421262,60730,60575,Oise,Oise
ST GERMAIN LA POTERIE,49.4423808139,1.971867466,60650,60576,Oise,Oise
ST GERMER DE FLY,49.441635095,1.7819147282,60850,60577,Oise,Oise
SAINTINES,49.3020445014,2.76780194989,60410,60578,Oise,Oise
ST JEAN AUX BOIS,49.3501826789,2.88709409437,60350,60579,Oise,Oise
ST JUST EN CHAUSSEE,49.5112063236,2.41780624403,60130,60581,Oise,Oise
ST LEGER AUX BOIS,49.4782276386,2.95219747326,60170,60582,Oise,Oise
ST LEGER EN BRAY,49.3882002284,2.02635842771,60155,60583,Oise,Oise
ST LEU D ESSERENT,49.2286214126,2.40910625002,60340,60584,Oise,Oise
ST MARTIN AUX BOIS,49.5250033186,2.56003918662,60420,60585,Oise,Oise
ST MARTIN LE NOEUD,49.3957799829,2.05937901861,60000,60586,Oise,Oise
ST MARTIN LONGUEAU,49.3474706445,2.59996403152,60700,60587,Oise,Oise
ST MAUR,49.6166715837,1.92159084424,60210,60588,Oise,Oise
ST MAXIMIN,49.224445885,2.45930498428,60740,60589,Oise,Oise
ST OMER EN CHAUSSEE,49.5333363606,2.00249119554,60860,60590,Oise,Oise
ST PAUL,49.4277052907,1.98675158982,60650,60591,Oise,Oise
ST PIERRE ES CHAMPS,49.4227812737,1.74067082162,60850,60592,Oise,Oise
ST PIERRE LES BITRY,49.4314595152,3.08507355061,60350,60593,Oise,Oise
ST QUENTIN DES PRES,49.5201563268,1.7479039158,60380,60594,Oise,Oise
ST REMY EN L EAU,49.4703008041,2.42414502443,60130,60595,Oise,Oise
ST SAMSON LA POTERIE,49.5932820021,1.73960582864,60220,60596,Oise,Oise
ST SAUVEUR,49.3285204781,2.80616373785,60320,60597,Oise,Oise
ST SULPICE,49.3492908609,2.12271497289,60430,60598,Oise,Oise
ST THIBAULT,49.6940947082,1.82443104222,60210,60599,Oise,Oise
ST VAAST DE LONGMONT,49.2964793242,2.74465320657,60410,60600,Oise,Oise
ST VAAST LES MELLO,49.2767877481,2.39991208976,60660,60601,Oise,Oise
ST VALERY,49.7249107248,1.72911335468,60220,60602,Oise,Oise
SALENCY,49.5876754737,3.04632508396,60400,60603,Oise,Oise
SARCUS,49.6808539591,1.87577061583,60210,60604,Oise,Oise
SARNOIS,49.680399425,1.92482666497,60210,60605,Oise,Oise
LE SAULCHOY,49.6307458971,2.13635146653,60360,60608,Oise,Oise
SAVIGNIES,49.4627452726,1.95763828893,60650,60609,Oise,Oise
SEMPIGNY,49.5526800369,3.00054707507,60400,60610,Oise,Oise
SENANTES,49.4824791427,1.8336835055,60650,60611,Oise,Oise
SENLIS,49.2118455897,2.58570626014,60300,60612,Oise,Oise
SENOTS,49.2603954952,2.01352308101,60240,60613,Oise,Oise
SERANS,49.1909346161,1.82734336167,60240,60614,Oise,Oise
SEREVILLERS,49.6352843192,2.43516839817,60120,60615,Oise,Oise
SERIFONTAINE,49.3615071345,1.79376324721,60590,60616,Oise,Oise
SERMAIZE,49.6168772777,2.95323666872,60400,60617,Oise,Oise
SERY MAGNEVAL,49.2584848304,2.86028691199,60800,60618,Oise,Oise
SILLY LE LONG,49.1084845139,2.78729008831,60330,60619,Oise,Oise
SILLY TILLARD,49.3175765383,2.15326097758,60430,60620,Oise,Oise
SOLENTE,49.6978592083,2.88427490672,60310,60621,Oise,Oise
SOMMEREUX,49.6749063836,2.00347221953,60210,60622,Oise,Oise
SONGEONS,49.5626808865,1.85253851049,60380,60623,Oise,Oise
SULLY,49.5582968682,1.77942067528,60380,60624,Oise,Oise
SUZOY,49.582856711,2.93918164919,60400,60625,Oise,Oise
TALMONTIERS,49.3892320184,1.75051136418,60590,60626,Oise,Oise
TARTIGNY,49.6347175976,2.36247535718,60120,60627,Oise,Oise
THERDONNE,49.4231387844,2.15300884654,60510,60628,Oise,Oise
THERINES,49.6034358445,1.8937457326,60380,60629,Oise,Oise
THIBIVILLERS,49.3092311857,1.90187779485,60240,60630,Oise,Oise
THIERS SUR THEVE,49.1536648574,2.57819751248,60520,60631,Oise,Oise
THIESCOURT,49.5596026493,2.86659655683,60310,60632,Oise,Oise
THIEULOY ST ANTOINE,49.6347803075,1.94612857854,60210,60633,Oise,Oise
THIEUX,49.5437985165,2.30999977831,60480,60634,Oise,Oise
THIVERNY,49.245997329,2.42786495364,60160,60635,Oise,Oise
THOUROTTE,49.4793368724,2.88124505032,60150,60636,Oise,Oise
THURY EN VALOIS,49.1516839082,3.02876069607,60890,60637,Oise,Oise
THURY SOUS CLERMONT,49.3584817285,2.32859309927,60250,60638,Oise,Oise
TILLE,49.4644718487,2.11782914141,60000,60639,Oise,Oise
TOURLY,49.2202049953,1.94208573805,60240,60640,Oise,Oise
TRACY LE MONT,49.469047669,3.00367907538,60170,60641,Oise,Oise
TRACY LE MONT,49.469047669,3.00367907538,60170,60641,Oise,Oise
TRACY LE VAL,49.4907973534,3.01394376369,60170,60642,Oise,Oise
TRICOT,49.5631454489,2.58460217686,60420,60643,Oise,Oise
TRIE CHATEAU,49.2868018979,1.81392681407,60590,60644,Oise,Oise
TRIE LA VILLE,49.2858970695,1.84203331226,60590,60645,Oise,Oise
TROISSEREUX,49.4839349109,2.05750411907,60112,60646,Oise,Oise
TROSLY BREUIL,49.3995937676,2.96594779621,60350,60647,Oise,Oise
TROUSSENCOURT,49.6035801576,2.24854174337,60120,60648,Oise,Oise
TROUSSURES,49.3821112605,1.9561782833,60390,60649,Oise,Oise
TRUMILLY,49.2396223945,2.78712488353,60800,60650,Oise,Oise
ULLY ST GEORGES,49.2743733295,2.27563757505,60730,60651,Oise,Oise
VALDAMPIERRE,49.3067997145,2.05433922137,60790,60652,Oise,Oise
VALESCOURT,49.4852062948,2.43655225362,60130,60653,Oise,Oise
VANDELICOURT,49.5083038228,2.79666827304,60490,60654,Oise,Oise
VARESNES,49.5566902552,3.07817073988,60400,60655,Oise,Oise
VARINFROY,49.0940200918,3.0480173997,60890,60656,Oise,Oise
VAUCHELLES,49.5858402656,2.96793055954,60400,60657,Oise,Oise
VAUCIENNES,49.2291351959,3.01623561024,60117,60658,Oise,Oise
VAUDANCOURT,49.2291987469,1.76107824427,60240,60659,Oise,Oise
LE VAUMAIN,49.3425632763,1.86578114721,60590,60660,Oise,Oise
VAUMOISE,49.2399086091,2.98230232507,60117,60661,Oise,Oise
LE VAUROUX,49.3812218518,1.91494553081,60390,60662,Oise,Oise
VELENNES,49.4733673509,2.18849314931,60510,60663,Oise,Oise
VENDEUIL CAPLY,49.6103570649,2.29253043617,60120,60664,Oise,Oise
VENETTE,49.4195417844,2.78373972195,60280,60665,Oise,Oise
VER SUR LAUNETTE,49.1055721825,2.67260382684,60950,60666,Oise,Oise
VERBERIE,49.3057654461,2.73302583276,60410,60667,Oise,Oise
VERDEREL LES SAUQUEUSE,49.5067320831,2.08154719995,60112,60668,Oise,Oise
VERDEREL LES SAUQUEUSE,49.5067320831,2.08154719995,60112,60668,Oise,Oise
VERDERONNE,49.3288283373,2.49160157922,60140,60669,Oise,Oise
VERNEUIL EN HALATTE,49.2729920918,2.53462190972,60550,60670,Oise,Oise
VERSIGNY,49.1606951564,2.78351758115,60440,60671,Oise,Oise
VEZ,49.256896611,3.00864189174,60117,60672,Oise,Oise
VIEFVILLERS,49.6092660128,2.12817479204,60360,60673,Oise,Oise
VIEUX MOULIN,49.3844925116,2.92575839247,60350,60674,Oise,Oise
VIGNEMONT,49.496646661,2.77690716811,60162,60675,Oise,Oise
VILLE,49.5568331597,2.93397641263,60400,60676,Oise,Oise
VILLEMBRAY,49.4826856803,1.87278558201,60650,60677,Oise,Oise
VILLENEUVE LES SABLONS,49.2334293804,2.07366432947,60175,60678,Oise,Oise
LA VILLENEUVE SOUS THURY,49.1601844737,3.0611547211,60890,60679,Oise,Oise
VILLENEUVE SUR VERBERIE,49.2751399266,2.67989844537,60410,60680,Oise,Oise
VILLERS ST BARTHELEMY,49.4030125375,1.95463003144,60650,60681,Oise,Oise
VILLERS ST FRAMBOURG,49.260726193,2.63465752752,60810,60682,Oise,Oise
VILLERS ST GENEST,49.14033599,2.90001405815,60620,60683,Oise,Oise
VILLERS ST PAUL,49.2881764019,2.49334191961,60870,60684,Oise,Oise
VILLERS ST SEPULCRE,49.3689508807,2.20925215873,60134,60685,Oise,Oise
VILLERS SOUS ST LEU,49.2175345324,2.38499254783,60340,60686,Oise,Oise
VILLERS SUR AUCHY,49.4762316159,1.79239140234,60650,60687,Oise,Oise
VILLERS SUR BONNIERES,49.5340978848,1.96061918501,60860,60688,Oise,Oise
VILLERS SUR COUDUN,49.4863336578,2.8047419383,60150,60689,Oise,Oise
VILLERS SUR TRIE,49.3139532792,1.81713750407,60590,60690,Oise,Oise
VILLERS VERMONT,49.5743549353,1.7287833977,60380,60691,Oise,Oise
VILLERS VICOMTE,49.6423565019,2.22866493678,60120,60692,Oise,Oise
VILLESELVE,49.6864956183,3.11192493316,60640,60693,Oise,Oise
VILLOTRAN,49.3451558969,2.01028324287,60390,60694,Oise,Oise
VINEUIL ST FIRMIN,49.2047770407,2.50069915861,60500,60695,Oise,Oise
VROCOURT,49.5361368053,1.89040269759,60112,60697,Oise,Oise
WACQUEMOULIN,49.5082288701,2.6214465099,60420,60698,Oise,Oise
WAMBEZ,49.5222569394,1.84463132714,60380,60699,Oise,Oise
WARLUIS,49.3861654492,2.15875512452,60430,60700,Oise,Oise
WAVIGNIES,49.5467064424,2.35949571781,60130,60701,Oise,Oise
WELLES PERENNES,49.6092799764,2.48322981336,60420,60702,Oise,Oise
AUX MARAIS,49.4073687683,2.04083080438,60000,60703,Oise,Oise
ABLAIN ST NAZAIRE,50.3965609084,2.69725163344,62153,62001,Pas-de-Calais,Pas-de-Calais
ABLAINZEVELLE,50.153659552,2.74147361096,62116,62002,Pas-de-Calais,Pas-de-Calais
ACHEVILLE,50.3843803047,2.88203915482,62320,62003,Pas-de-Calais,Pas-de-Calais
ACHICOURT,50.272283128,2.75614634271,62217,62004,Pas-de-Calais,Pas-de-Calais
ACHIET LE GRAND,50.1324695483,2.77909963917,62121,62005,Pas-de-Calais,Pas-de-Calais
ACHIET LE PETIT,50.1256395888,2.7552096399,62121,62006,Pas-de-Calais,Pas-de-Calais
ACQ,50.3494049466,2.65503527981,62144,62007,Pas-de-Calais,Pas-de-Calais
ACQUIN WESTBECOURT,50.7293873198,2.07688748986,62380,62008,Pas-de-Calais,Pas-de-Calais
ACQUIN WESTBECOURT,50.7293873198,2.07688748986,62380,62008,Pas-de-Calais,Pas-de-Calais
ADINFER,50.1937061733,2.70612950432,62116,62009,Pas-de-Calais,Pas-de-Calais
AFFRINGUES,50.6903350571,2.07492436119,62380,62010,Pas-de-Calais,Pas-de-Calais
AGNEZ LES DUISANS,50.3102322126,2.65021288373,62161,62011,Pas-de-Calais,Pas-de-Calais
AGNIERES,50.3535942668,2.60772514318,62690,62012,Pas-de-Calais,Pas-de-Calais
AGNY,50.2529566088,2.76055250016,62217,62013,Pas-de-Calais,Pas-de-Calais
AIRE SUR LA LYS,50.6441641115,2.39533267946,62120,62014,Pas-de-Calais,Pas-de-Calais
AIRON NOTRE DAME,50.4412207446,1.66789087192,62180,62015,Pas-de-Calais,Pas-de-Calais
AIRON ST VAAST,50.4271409917,1.6712119131,62180,62016,Pas-de-Calais,Pas-de-Calais
AIX EN ERGNY,50.5872440261,2.00011764709,62650,62017,Pas-de-Calais,Pas-de-Calais
AIX EN ISSART,50.4802572282,1.86105299794,62170,62018,Pas-de-Calais,Pas-de-Calais
AIX NOULETTE,50.4212424085,2.71263968704,62160,62019,Pas-de-Calais,Pas-de-Calais
ALEMBON,50.7805751248,1.87194877839,62850,62020,Pas-de-Calais,Pas-de-Calais
ALETTE,50.524381531,1.85083000523,62650,62021,Pas-de-Calais,Pas-de-Calais
ALINCTHUN,50.7213979047,1.81018390432,62142,62022,Pas-de-Calais,Pas-de-Calais
ALLOUAGNE,50.5322320704,2.50493799409,62157,62023,Pas-de-Calais,Pas-de-Calais
ALQUINES,50.7335685811,1.99279258078,62850,62024,Pas-de-Calais,Pas-de-Calais
AMBLETEUSE,50.8115899636,1.62108848626,62164,62025,Pas-de-Calais,Pas-de-Calais
AMBRICOURT,50.4655698983,2.17120117891,62310,62026,Pas-de-Calais,Pas-de-Calais
AMBRINES,50.3081142295,2.46698289083,62127,62027,Pas-de-Calais,Pas-de-Calais
AMES,50.5355497519,2.41535244184,62190,62028,Pas-de-Calais,Pas-de-Calais
AMETTES,50.5270054766,2.39396099687,62260,62029,Pas-de-Calais,Pas-de-Calais
AMPLIER,50.1381261668,2.39740510092,62760,62030,Pas-de-Calais,Pas-de-Calais
ANDRES,50.8658312835,1.91824266934,62340,62031,Pas-de-Calais,Pas-de-Calais
ANGRES,50.4095857133,2.75123923187,62143,62032,Pas-de-Calais,Pas-de-Calais
ANNAY,50.4616640055,2.88243603583,62880,62033,Pas-de-Calais,Pas-de-Calais
ANNEQUIN,50.5032887953,2.71958159288,62149,62034,Pas-de-Calais,Pas-de-Calais
ANNEZIN,50.5396043649,2.61906640484,62232,62035,Pas-de-Calais,Pas-de-Calais
ANVIN,50.4503901319,2.25792059446,62134,62036,Pas-de-Calais,Pas-de-Calais
ANZIN ST AUBIN,50.3178758623,2.74105063372,62223,62037,Pas-de-Calais,Pas-de-Calais
ARDRES,50.8768753502,1.98398234284,62610,62038,Pas-de-Calais,Pas-de-Calais
ARDRES,50.8768753502,1.98398234284,62610,62038,Pas-de-Calais,Pas-de-Calais
ARDRES,50.8768753502,1.98398234284,62610,62038,Pas-de-Calais,Pas-de-Calais
ARLEUX EN GOHELLE,50.3643664042,2.86961289041,62580,62039,Pas-de-Calais,Pas-de-Calais
ARQUES,50.7402216255,2.31902794783,62510,62040,Pas-de-Calais,Pas-de-Calais
ARRAS,50.2898964997,2.76587316711,62000,62041,Pas-de-Calais,Pas-de-Calais
ATHIES,50.3071331522,2.84195049899,62223,62042,Pas-de-Calais,Pas-de-Calais
LES ATTAQUES,50.8995873254,1.93699545869,62730,62043,Pas-de-Calais,Pas-de-Calais
ATTIN,50.4917667023,1.75510223982,62170,62044,Pas-de-Calais,Pas-de-Calais
AUBIGNY EN ARTOIS,50.3482767559,2.58650720649,62690,62045,Pas-de-Calais,Pas-de-Calais
AUBIN ST VAAST,50.3867453505,1.96316204355,62140,62046,Pas-de-Calais,Pas-de-Calais
AUBROMETZ,50.3037964831,2.17623474177,62390,62047,Pas-de-Calais,Pas-de-Calais
AUCHEL,50.5103339678,2.4687078329,62260,62048,Pas-de-Calais,Pas-de-Calais
AUCHY AU BOIS,50.5505941226,2.37330907284,62190,62049,Pas-de-Calais,Pas-de-Calais
AUCHY LES HESDIN,50.4085719795,2.09530419017,62770,62050,Pas-de-Calais,Pas-de-Calais
AUCHY LES MINES,50.505827034,2.78113489948,62138,62051,Pas-de-Calais,Pas-de-Calais
AUDEMBERT,50.8589004255,1.69083658829,62250,62052,Pas-de-Calais,Pas-de-Calais
AUDINCTHUN,50.5786952858,2.12673374535,62560,62053,Pas-de-Calais,Pas-de-Calais
AUDINGHEN,50.8517582874,1.60848720292,62179,62054,Pas-de-Calais,Pas-de-Calais
AUDREHEM,50.7714356577,1.98451606586,62890,62055,Pas-de-Calais,Pas-de-Calais
AUDRESSELLES,50.8288589082,1.611270565,62164,62056,Pas-de-Calais,Pas-de-Calais
AUDRUICQ,50.8846450982,2.08156931946,62370,62057,Pas-de-Calais,Pas-de-Calais
AUMERVAL,50.5056084882,2.40678584816,62550,62058,Pas-de-Calais,Pas-de-Calais
AUTINGUES,50.8422869707,1.98640127698,62610,62059,Pas-de-Calais,Pas-de-Calais
AUXI LE CHATEAU,50.2310426213,2.11720873928,62390,62060,Pas-de-Calais,Pas-de-Calais
AVERDOINGT,50.3453037362,2.44499865437,62127,62061,Pas-de-Calais,Pas-de-Calais
AVESNES,50.5516543223,1.96214874129,62650,62062,Pas-de-Calais,Pas-de-Calais
AVESNES LE COMTE,50.271678948,2.52858702519,62810,62063,Pas-de-Calais,Pas-de-Calais
AVESNES LES BAPAUME,50.1049859352,2.83305700978,62450,62064,Pas-de-Calais,Pas-de-Calais
AVION,50.4039007645,2.82658779245,62210,62065,Pas-de-Calais,Pas-de-Calais
AVONDANCE,50.4792838147,2.10125197413,62310,62066,Pas-de-Calais,Pas-de-Calais
AVROULT,50.6320023279,2.14547609845,62560,62067,Pas-de-Calais,Pas-de-Calais
AYETTE,50.1699222305,2.73263282673,62116,62068,Pas-de-Calais,Pas-de-Calais
AZINCOURT,50.4588971511,2.11716559112,62310,62069,Pas-de-Calais,Pas-de-Calais
BAILLEUL AUX CORNAILLES,50.3728404349,2.44878258653,62127,62070,Pas-de-Calais,Pas-de-Calais
BAILLEUL LES PERNES,50.5078665231,2.3803188111,62550,62071,Pas-de-Calais,Pas-de-Calais
BAILLEULMONT,50.2110356075,2.60402081464,62123,62072,Pas-de-Calais,Pas-de-Calais
BAILLEUL SIR BERTHOULT,50.3357112804,2.84376737542,62580,62073,Pas-de-Calais,Pas-de-Calais
BAILLEULVAL,50.2223355543,2.62727030677,62123,62074,Pas-de-Calais,Pas-de-Calais
BAINCTHUN,50.7014421299,1.71289310882,62360,62075,Pas-de-Calais,Pas-de-Calais
BAINGHEN,50.7506938279,1.90219726912,62850,62076,Pas-de-Calais,Pas-de-Calais
BAJUS,50.4205764325,2.47224510422,62150,62077,Pas-de-Calais,Pas-de-Calais
BALINGHEM,50.8613731955,1.94035198603,62610,62078,Pas-de-Calais,Pas-de-Calais
BANCOURT,50.1014519899,2.88965840912,62450,62079,Pas-de-Calais,Pas-de-Calais
BAPAUME,50.1013647974,2.85501640622,62450,62080,Pas-de-Calais,Pas-de-Calais
BARALLE,50.2138070796,3.05693800103,62860,62081,Pas-de-Calais,Pas-de-Calais
BARASTRE,50.071129509,2.93896011115,62124,62082,Pas-de-Calais,Pas-de-Calais
BARLIN,50.4565423999,2.61390140726,62620,62083,Pas-de-Calais,Pas-de-Calais
BARLY,50.2482462373,2.53846548292,62810,62084,Pas-de-Calais,Pas-de-Calais
BASSEUX,50.2289727397,2.64740800316,62123,62085,Pas-de-Calais,Pas-de-Calais
BAVINCOURT,50.2235500941,2.5641980363,62158,62086,Pas-de-Calais,Pas-de-Calais
BAVINCOURT,50.2235500941,2.5641980363,62158,62086,Pas-de-Calais,Pas-de-Calais
BAYENGHEM LES EPERLECQUES,50.8060919083,2.11581614167,62910,62087,Pas-de-Calais,Pas-de-Calais
BAYENGHEM LES SENINGHEM,50.7048864835,2.07577387326,62380,62088,Pas-de-Calais,Pas-de-Calais
BAZINGHEN,50.831272878,1.65838919631,62250,62089,Pas-de-Calais,Pas-de-Calais
BEALENCOURT,50.4365269815,2.12585170509,62770,62090,Pas-de-Calais,Pas-de-Calais
BEAUDRICOURT,50.251321134,2.40781926457,62810,62091,Pas-de-Calais,Pas-de-Calais
BEAUFORT BLAVINCOURT,50.2755246835,2.48584476187,62810,62092,Pas-de-Calais,Pas-de-Calais
BEAULENCOURT,50.0732677142,2.86940557722,62450,62093,Pas-de-Calais,Pas-de-Calais
BEAUMERIE ST MARTIN,50.4463613161,1.79723541504,62170,62094,Pas-de-Calais,Pas-de-Calais
BEAUMETZ LES AIRE,50.5437814581,2.21908661342,62960,62095,Pas-de-Calais,Pas-de-Calais
BEAUMETZ LES CAMBRAI,50.1255965767,2.98659622521,62124,62096,Pas-de-Calais,Pas-de-Calais
BEAUMETZ LES LOGES,50.2455653714,2.65887337603,62123,62097,Pas-de-Calais,Pas-de-Calais
BEAURAINS,50.2580784965,2.78988564135,62217,62099,Pas-de-Calais,Pas-de-Calais
BEAURAINVILLE,50.4202171445,1.90313818619,62990,62100,Pas-de-Calais,Pas-de-Calais
BEAUVOIS,50.3742414369,2.23430985863,62130,62101,Pas-de-Calais,Pas-de-Calais
BECOURT,50.6398225963,1.90227068236,62240,62102,Pas-de-Calais,Pas-de-Calais
BEHAGNIES,50.1420610157,2.8275098552,62121,62103,Pas-de-Calais,Pas-de-Calais
BELLEBRUNE,50.7326742454,1.77771584162,62142,62104,Pas-de-Calais,Pas-de-Calais
BELLE ET HOULLEFORT,50.7473911914,1.76615616876,62142,62105,Pas-de-Calais,Pas-de-Calais
BELLONNE,50.3006458949,3.04320256335,62490,62106,Pas-de-Calais,Pas-de-Calais
BENIFONTAINE,50.4760416223,2.82697647324,62410,62107,Pas-de-Calais,Pas-de-Calais
BERCK,50.4141574341,1.58229663833,62600,62108,Pas-de-Calais,Pas-de-Calais
BERGUENEUSE,50.4662361395,2.24867928273,62134,62109,Pas-de-Calais,Pas-de-Calais
BERLENCOURT LE CAUROY,50.2733690161,2.42347894966,62810,62111,Pas-de-Calais,Pas-de-Calais
BERLES AU BOIS,50.1998422446,2.63005349312,62123,62112,Pas-de-Calais,Pas-de-Calais
BERLES MONCHEL,50.3449347791,2.52589986909,62690,62113,Pas-de-Calais,Pas-de-Calais
BERMICOURT,50.4079914817,2.23309928615,62130,62114,Pas-de-Calais,Pas-de-Calais
BERNEVILLE,50.2641580645,2.67337034713,62123,62115,Pas-de-Calais,Pas-de-Calais
BERNIEULLES,50.5548320618,1.77250960717,62170,62116,Pas-de-Calais,Pas-de-Calais
BERTINCOURT,50.0875076095,2.98123833644,62124,62117,Pas-de-Calais,Pas-de-Calais
BETHONSART,50.382567238,2.5436027957,62690,62118,Pas-de-Calais,Pas-de-Calais
BETHUNE,50.5288922584,2.64242379342,62400,62119,Pas-de-Calais,Pas-de-Calais
BEUGIN,50.4421075569,2.50784218991,62150,62120,Pas-de-Calais,Pas-de-Calais
BEUGNATRE,50.1322737737,2.87602272016,62450,62121,Pas-de-Calais,Pas-de-Calais
BEUGNY,50.1183185417,2.93213204111,62124,62122,Pas-de-Calais,Pas-de-Calais
BEUSSENT,50.5580041151,1.81455798669,62170,62123,Pas-de-Calais,Pas-de-Calais
BEUTIN,50.4967718151,1.72676548576,62170,62124,Pas-de-Calais,Pas-de-Calais
BEUVREQUEN,50.7987535793,1.67420667033,62250,62125,Pas-de-Calais,Pas-de-Calais
BEUVRY,50.5328399462,2.69176985674,62660,62126,Pas-de-Calais,Pas-de-Calais
BEZINGHEM,50.5986244617,1.85180618484,62650,62127,Pas-de-Calais,Pas-de-Calais
BIACHE ST VAAST,50.3149700801,2.94146922674,62118,62128,Pas-de-Calais,Pas-de-Calais
BIEFVILLERS LES BAPAUME,50.1181182201,2.82212034919,62450,62129,Pas-de-Calais,Pas-de-Calais
